market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
FIL-USD,OPEN,LONG,892,892,3.74414125560538116593,,2024-08-24T12:59:16.751Z,23576169,,892,0,0.082681,0
OP-USD,OPEN,LONG,217,217,1.37929032258064516129,,2024-09-01T17:34:05.627Z,24243864,,217,0,0.00036,0,
XRP-USD,OPEN,LONG,4890,4890,0.57245092024539877301,,2024-08-25T01:43:05.841Z,23617924,,4890,0,-0.033166,0,
MATIC-USD,OPEN,LONG,8110,8110,0.45727965474722564734,,2024-08-25T01:42:35.289Z,23617896,,8110,0,0.003514,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,32.911978,0
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.213822,0
NEAR-USD,OPEN,LONG,695,695,4.23334244604316546762,,2024-08-27T21:02:30.643Z,23844081,,695,0,0.134991,0,
DYDX-USD,OPEN,LONG,8420,8420,1.15015320665083135393,,2024-06-07T06:57:45.111Z,17606805,,8420,0,-15.551481,0
DOGE-USD,OPEN,LONG,35400,35400,0.10276621468926553672,,2024-08-24T18:08:03.875Z,23593240,,35400,0,-0.125765,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.243646,0,
ATOM-USD,OPEN,LONG,713,713,4.77351893408134642356,,2024-08-24T21:11:07.203Z,23603237,,713,0,0.632446,0,
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.220746,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,32.945428,0
ATOM-USD,OPEN,LONG,713,713,4.77351893408134642356,,2024-08-24T21:11:07.203Z,23603237,,713,0,0.633159,0,
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.23344,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.252151,0,
ATOM-USD,OPEN,LONG,713,713,4.77351893408134642356,,2024-08-24T21:11:07.203Z,23603237,,713,0,0.673087,0,
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.251904,0,
FIL-USD,OPEN,LONG,892,892,3.74414125560538116593,,2024-08-24T12:59:16.751Z,23576169,,892,0,0.083573,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,32.947658,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.260656,0,
ATOM-USD,OPEN,LONG,713,713,4.77351893408134642356,,2024-08-24T21:11:07.203Z,23603237,,713,0,0.714441,0,
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.26806,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,32.952118,0
DOGE-USD,OPEN,LONG,36400,36400,0.10255395604395604395,,2024-08-24T18:08:03.875Z,23593240,,36400,0,-0.125765,0,
DYDX-USD,OPEN,LONG,8535,8535,1.14628412419449326305,,2024-06-07T06:57:45.111Z,17606805,,8535,0,-15.551481,0
OP-USD,OPEN,LONG,290,290,1.37292413793103448276,,2024-09-01T17:34:05.627Z,24243864,,290,0,0.00036,0
OP-USD,OPEN,LONG,290,290,1.37292413793103448276,,2024-09-01T17:34:05.627Z,24243864,,290,0,0.00094,0,
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.287872,0,
ATOM-USD,OPEN,LONG,713,713,4.77351893408134642356,,2024-08-24T21:11:07.203Z,23603237,,713,0,0.779324,0,
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.271522,0,
FIL-USD,OPEN,LONG,892,892,3.74414125560538116593,,2024-08-24T12:59:16.751Z,23576169,,892,0,0.088925,0,
ADA-USD,OPEN,LONG,8450,8450,0.36071266272189349112,,2024-08-24T01:42:04.320Z,23538689,,8450,0,-0.001138,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,32.965498,0,
DYDX-USD,OPEN,LONG,8535,8535,1.14628412419449326305,,2024-06-07T06:57:45.111Z,17606805,,8535,0,-15.568551,0
OP-USD,OPEN,LONG,290,290,1.37292413793103448276,,2024-09-01T17:34:05.627Z,24243864,,290,0,0.00239,0,
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.303181,0,
ATOM-USD,OPEN,LONG,713,713,4.77351893408134642356,,2024-08-24T21:11:07.203Z,23603237,,713,0,0.822104,0,
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.287678,0,
FIL-USD,OPEN,LONG,892,892,3.74414125560538116593,,2024-08-24T12:59:16.751Z,23576169,,892,0,0.092493,0,
ADA-USD,OPEN,LONG,8450,8450,0.36071266272189349112,,2024-08-24T01:42:04.320Z,23538689,,8450,0,0.002242,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,32.987798,0,
DYDX-USD,OPEN,LONG,8535,8535,1.14628412419449326305,,2024-06-07T06:57:45.111Z,17606805,,8535,0,-15.577086,0
DOGE-USD,OPEN,LONG,37400,37400,0.10233620320855614973,,2024-08-24T18:08:03.875Z,23593240,,37400,0,-0.125765,0
MATIC-USD,OPEN,LONG,8350,8350,0.45572814371257485029,,2024-08-25T01:42:35.289Z,23617896,,8350,0,0.003514,0
OP-USD,OPEN,LONG,364,364,1.36785714285714285714,,2024-09-01T17:34:05.627Z,24243864,,364,0,0.00239,0
ATOM-USD,OPEN,LONG,736,736,4.75897146739130434782,,2024-08-24T21:11:07.203Z,23603237,,736,0,0.822104,0
XRP-USD,OPEN,LONG,5070,5070,0.57153668639053254438,,2024-08-25T01:43:05.841Z,23617924,,5070,0,-0.033166,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.347407,0,
ATOM-USD,OPEN,LONG,736,736,4.75897146739130434782,,2024-08-24T21:11:07.203Z,23603237,,736,0,0.880248,0,
BCH-USD,OPEN,LONG,11.54,11.54,333.09020797227036395147,,2024-08-24T18:10:10.421Z,23593355,,11.54,0,2.329222,0,
FIL-USD,OPEN,LONG,892,892,3.74414125560538116593,,2024-08-24T12:59:16.751Z,23576169,,892,0,0.114793,0,
DYDX-USD,OPEN,LONG,8535,8535,1.14628412419449326305,,2024-06-07T06:57:45.111Z,17606805,,8535,0,-15.585621,0
BCH-USD,OPEN,LONG,11.86,11.86,332.53465430016863406408,,2024-08-24T18:10:10.421Z,23593355,,11.86,0,2.329222,0
MATIC-USD,OPEN,LONG,8590,8590,0.45420745052386495925,,2024-08-25T01:42:35.289Z,23617896,,8590,0,0.003514,0
OP-USD,OPEN,LONG,438,438,1.36348858447488584475,,2024-09-01T17:34:05.627Z,24243864,,438,0,0.00239,0
XRP-USD,OPEN,LONG,5250,5250,0.57063714285714285714,,2024-08-25T01:43:05.841Z,23617924,,5250,0,-0.033166,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.362716,0,
ATOM-USD,OPEN,LONG,736,736,4.75897146739130434782,,2024-08-24T21:11:07.203Z,23603237,,736,0,0.897912,0,
BCH-USD,OPEN,LONG,11.86,11.86,332.53465430016863406408,,2024-08-24T18:10:10.421Z,23593355,,11.86,0,2.345826,0,
FIL-USD,OPEN,LONG,892,892,3.74414125560538116593,,2024-08-24T12:59:16.751Z,23576169,,892,0,0.117469,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.378025,0,
ATOM-USD,OPEN,LONG,736,736,4.75897146739130434782,,2024-08-24T21:11:07.203Z,23603237,,736,0,0.972248,0,
BCH-USD,OPEN,LONG,11.86,11.86,332.53465430016863406408,,2024-08-24T18:10:10.421Z,23593355,,11.86,0,2.38022,0,
FIL-USD,OPEN,LONG,892,892,3.74414125560538116593,,2024-08-24T12:59:16.751Z,23576169,,892,0,0.132633,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.007868,0
ADA-USD,OPEN,LONG,8750,8750,0.35957737142857142857,,2024-08-24T01:42:04.320Z,23538689,,8750,0,0.002242,0
BCH-USD,OPEN,LONG,12.18,12.18,332.0082922824302134647,,2024-08-24T18:10:10.421Z,23593355,,12.18,0,2.38022,0
MATIC-USD,OPEN,LONG,8830,8830,0.45286998867497168742,,2024-08-25T01:42:35.289Z,23617896,,8830,0,0.003514,0
ATOM-USD,OPEN,LONG,759,759,4.7451844532279314888,,2024-08-24T21:11:07.203Z,23603237,,759,0,0.972248,0
DOGE-USD,OPEN,LONG,38400,38400,0.10213916666666666666,,2024-08-24T18:08:03.875Z,23593240,,38400,0,-0.125765,0,
FIL-USD,OPEN,LONG,921,921,3.73141585233441910967,,2024-08-24T12:59:16.751Z,23576169,,921,0,0.132633,0
DYDX-USD,OPEN,LONG,8651,8651,1.14240515547335568144,,2024-06-07T06:57:45.111Z,17606805,,8651,0,-15.577086,0
ADA-USD,OPEN,LONG,9050,9050,0.35847093922651933702,,2024-08-24T01:42:04.320Z,23538689,,9050,0,0.002242,0
XRP-USD,OPEN,LONG,5430,5430,0.56982707182320441989,,2024-08-25T01:43:05.841Z,23617924,,5430,0,-0.033166,0
MATIC-USD,OPEN,LONG,9070,9070,0.45148423373759647188,,2024-08-25T01:42:35.289Z,23617896,,9070,0,0.003514,0
DOGE-USD,OPEN,LONG,39400,39400,0.1019399492385786802,,2024-08-24T18:08:03.875Z,23593240,,39400,0,-0.125765,0
NEAR-USD,OPEN,LONG,720,720,4.22037916666666666666,,2024-08-27T21:02:30.643Z,23844081,,720,0,0.134991,0
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.38022,0
OP-USD,OPEN,LONG,438,438,1.36348858447488584475,,2024-09-01T17:34:05.627Z,24243864,,438,0,0.003266,0,
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.388231,0,
ATOM-USD,OPEN,LONG,759,759,4.7451844532279314888,,2024-08-24T21:11:07.203Z,23603237,,759,0,1.029932,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.40772,0,
FIL-USD,OPEN,LONG,921,921,3.73141585233441910967,,2024-08-24T12:59:16.751Z,23576169,,921,0,0.140001,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.014558,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.389932,0,
ATOM-USD,OPEN,LONG,759,759,4.7451844532279314888,,2024-08-24T21:11:07.203Z,23603237,,759,0,1.050425,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.41897,0
ADA-USD,OPEN,LONG,9350,9350,0.35745475935828877006,,2024-08-24T01:42:04.320Z,23538689,,9350,0,0.002242,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.401839,0,
ATOM-USD,OPEN,LONG,759,759,4.7451844532279314888,,2024-08-24T21:11:07.203Z,23603237,,759,0,1.073195,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.45022,0,
FIL-USD,OPEN,LONG,921,921,3.73141585233441910967,,2024-08-24T12:59:16.751Z,23576169,,921,0,0.142764,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.021248,0,
DYDX-USD,OPEN,LONG,8651,8651,1.14240515547335568144,,2024-06-07T06:57:45.111Z,17606805,,8651,0,-15.585737,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.40354,0,
MATIC-USD,OPEN,LONG,9070,9070,0.45148423373759647188,,2024-08-25T01:42:35.289Z,23617896,,9070,0,-0.010998,0,
ATOM-USD,OPEN,LONG,759,759,4.7451844532279314888,,2024-08-24T21:11:07.203Z,23603237,,759,0,1.079267,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.023478,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.405241,0,
MATIC-USD,OPEN,LONG,9070,9070,0.45148423373759647188,,2024-08-25T01:42:35.289Z,23617896,,9070,0,-0.021882,0,
ATOM-USD,OPEN,LONG,759,759,4.7451844532279314888,,2024-08-24T21:11:07.203Z,23603237,,759,0,1.111145,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.45522,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.027938,0
NEAR-USD,OPEN,LONG,745,745,4.21036644295302013422,,2024-08-27T21:02:30.643Z,23844081,,745,0,0.134991,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.111145,0
MATIC-USD,OPEN,LONG,9310,9310,0.45018023630504833512,,2024-08-25T01:42:35.289Z,23617896,,9310,0,-0.021882,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.425653,0,
MATIC-USD,OPEN,LONG,9310,9310,0.45018023630504833512,,2024-08-25T01:42:35.289Z,23617896,,9310,0,-0.024675,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.126765,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.46147,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.032398,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.457972,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.139261,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.47522,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.468178,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.143947,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.480085,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.145509,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.48522,0,
FIL-USD,OPEN,LONG,921,921,3.73141585233441910967,,2024-08-24T12:59:16.751Z,23576169,,921,0,0.1575,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.056928,0,
DYDX-USD,OPEN,LONG,8651,8651,1.14240515547335568144,,2024-06-07T06:57:45.111Z,17606805,,8651,0,-15.594388,0
NEAR-USD,OPEN,LONG,770,770,4.20100389610389610389,,2024-08-27T21:02:30.643Z,23844081,,770,0,0.134991,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.490291,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.150976,0,
BCH-USD,OPEN,LONG,12.5,12.5,331.47048,,2024-08-24T18:10:10.421Z,23593355,,12.5,0,2.49397,0,
FIL-USD,OPEN,LONG,921,921,3.73141585233441910967,,2024-08-24T12:59:16.751Z,23576169,,921,0,0.167631,0,
ADA-USD,OPEN,LONG,9650,9650,0.35659813471502590674,,2024-08-24T01:42:04.320Z,23538689,,9650,0,0.002242,0,
DOT-USD,OPEN,LONG,2230,2230,4.94524170403587443948,,2024-07-22T01:28:19.683Z,20898387,,2230,0,33.070308,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.161129,0,
FIL-USD,OPEN,LONG,921,921,3.73141585233441910967,,2024-08-24T12:59:16.751Z,23576169,,921,0,0.168552,0
FIL-USD,OPEN,LONG,950,950,3.72230631578947368422,,2024-08-24T12:59:16.751Z,23576169,,950,0,0.168552,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.495394,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.500497,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.165815,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.502198,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.174406,0
AVAX-USD,OPEN,LONG,170.1,170.1,23.83383891828336272781,,2024-08-25T23:53:35.013Z,23691727,,170.1,0,0.503899,0,
DYDX-USD,OPEN,LONG,8651,8651,1.14240515547335568144,,2024-06-07T06:57:45.111Z,17606805,,8651,0,-15.603039,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.175187,0
XRP-USD,OPEN,LONG,5430,5430,0.56982707182320441989,,2024-08-25T01:43:05.841Z,23617924,,5430,0,-0.034252,0,
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.178311,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.179092,0
NEAR-USD,OPEN,LONG,794,794,4.19526070528967254407,,2024-08-27T21:02:30.643Z,23844081,,794,0,0.134991,0
ADA-USD,OPEN,LONG,9940,9940,0.35599426559356136821,,2024-08-24T01:42:04.320Z,23538689,,9940,0,0.002242,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.180654,0,
DYDX-USD,OPEN,LONG,8651,8651,1.14240515547335568144,,2024-06-07T06:57:45.111Z,17606805,,8651,0,-15.61169,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.195493,0
DYDX-USD,OPEN,LONG,8651,8651,1.14240515547335568144,,2024-06-07T06:57:45.111Z,17606805,,8651,0,-15.620341,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.20877,0
ATOM-USD,OPEN,LONG,781,781,4.73489756722151088348,,2024-08-24T21:11:07.203Z,23603237,,781,0,1.210332,0
ATOM-USD,OPEN,LONG,803,803,4.72635242839352428393,,2024-08-24T21:11:07.203Z,23603237,,803,0,1.210332,0
NEAR-USD,OPEN,LONG,819,819,4.18734676434676434675,,2024-08-27T21:02:30.643Z,23844081,,819,0,0.134991,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.49397,0,
DOGE-USD,OPEN,LONG,40400,40400,0.10186272277227722772,,2024-08-24T18:08:03.875Z,23593240,,40400,0,-0.125765,0,
ADA-USD,OPEN,LONG,10240,10240,0.35520048828125,,2024-08-24T01:42:04.320Z,23538689,,10240,0,0.002242,0,
DYDX-USD,OPEN,LONG,8761,8761,1.1393867138454514325,,2024-06-07T06:57:45.111Z,17606805,,8761,0,-15.620341,0
AVAX-USD,OPEN,LONG,174.6,174.6,23.79172966781214203895,,2024-08-25T23:53:35.013Z,23691727,,174.6,0,0.503899,0
AVAX-USD,OPEN,LONG,174.6,174.6,23.79172966781214203895,,2024-08-25T23:53:35.013Z,23691727,,174.6,0,0.507391,0,
ATOM-USD,OPEN,LONG,803,803,4.72635242839352428393,,2024-08-24T21:11:07.203Z,23603237,,803,0,1.217559,0
AVAX-USD,OPEN,LONG,174.6,174.6,23.79172966781214203895,,2024-08-25T23:53:35.013Z,23691727,,174.6,0,0.517867,0,
XRP-USD,OPEN,LONG,5430,5430,0.56982707182320441989,,2024-08-25T01:43:05.841Z,23617924,,5430,0,-0.036424,0,
DYDX-USD,OPEN,LONG,8761,8761,1.1393867138454514325,,2024-06-07T06:57:45.111Z,17606805,,8761,0,-15.637863,0
AVAX-USD,OPEN,LONG,174.6,174.6,23.79172966781214203895,,2024-08-25T23:53:35.013Z,23691727,,174.6,0,0.528343,0,
XRP-USD,OPEN,LONG,5430,5430,0.56982707182320441989,,2024-08-25T01:43:05.841Z,23617924,,5430,0,-0.038596,0
AVAX-USD,OPEN,LONG,174.6,174.6,23.79172966781214203895,,2024-08-25T23:53:35.013Z,23691727,,174.6,0,0.533581,0,
XRP-USD,OPEN,LONG,5430,5430,0.56982707182320441989,,2024-08-25T01:43:05.841Z,23617924,,5430,0,-0.044569,0,
ATOM-USD,OPEN,LONG,803,803,4.72635242839352428393,,2024-08-24T21:11:07.203Z,23603237,,803,0,1.218362,0,
DYDX-USD,OPEN,LONG,8761,8761,1.1393867138454514325,,2024-06-07T06:57:45.111Z,17606805,,8761,0,-15.646624,0
NEAR-USD,OPEN,LONG,844,844,4.17768009478672985781,,2024-08-27T21:02:30.643Z,23844081,,844,0,0.134991,0
AVAX-USD,OPEN,LONG,179.1,179.1,23.74696259073143495254,,2024-08-25T23:53:35.013Z,23691727,,179.1,0,0.533581,0,
XRP-USD,OPEN,LONG,5600,5600,0.56963803571428571429,,2024-08-25T01:43:05.841Z,23617924,,5600,0,-0.044569,0,
ATOM-USD,OPEN,LONG,825,825,4.71612969696969696969,,2024-08-24T21:11:07.203Z,23603237,,825,0,1.218362,0,
DOGE-USD,OPEN,LONG,41400,41400,0.10179164251207729468,,2024-08-24T18:08:03.875Z,23593240,,41400,0,-0.125765,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.168552,0,
DOT-USD,OPEN,LONG,2253,2253,4.93758277851753217933,,2024-07-22T01:28:19.683Z,20898387,,2253,0,33.070308,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.646624,0
ADA-USD,OPEN,LONG,10540,10540,0.35434943074003795066,,2024-08-24T01:42:04.320Z,23538689,,10540,0,0.002242,0
OP-USD,OPEN,LONG,72,72,1.389,,2024-09-03T13:44:04.628Z,24394100,,72,0,0,0
NEAR-USD,OPEN,LONG,870,870,4.16743908045977011493,,2024-08-27T21:02:30.643Z,23844081,,870,0,0.134991,0
XRP-USD,OPEN,LONG,5770,5770,0.56941005199306759099,,2024-08-25T01:43:05.841Z,23617924,,5770,0,-0.044569,0
AVAX-USD,OPEN,LONG,179.1,179.1,23.74696259073143495254,,2024-08-25T23:53:35.013Z,23691727,,179.1,0,0.535372,0,
ATOM-USD,OPEN,LONG,825,825,4.71612969696969696969,,2024-08-24T21:11:07.203Z,23603237,,825,0,1.237337,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.495251,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.655497,0
XRP-USD,OPEN,LONG,5940,5940,0.56911212121212121212,,2024-08-25T01:43:05.841Z,23617924,,5940,0,-0.044569,0
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.535372,0,
DOGE-USD,OPEN,LONG,42400,42400,0.10169372641509433962,,2024-08-24T18:08:03.875Z,23593240,,42400,0,-0.125765,0,
ADA-USD,OPEN,LONG,10850,10850,0.35341373271889400921,,2024-08-24T01:42:04.320Z,23538689,,10850,0,0.002242,0
ATOM-USD,OPEN,LONG,825,825,4.71612969696969696969,,2024-08-24T21:11:07.203Z,23603237,,825,0,1.238162,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.66437,0
ATOM-USD,OPEN,LONG,825,825,4.71612969696969696969,,2024-08-24T21:11:07.203Z,23603237,,825,0,1.245587,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.496532,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.673243,0
NEAR-USD,OPEN,LONG,896,896,4.15497767857142857142,,2024-08-27T21:02:30.643Z,23844081,,896,0,0.134991,0
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.537208,0,
ATOM-USD,OPEN,LONG,825,825,4.71612969696969696969,,2024-08-24T21:11:07.203Z,23603237,,825,0,1.246412,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.497813,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.196943,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.682116,0
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.54088,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.213586,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.699862,0
ATOM-USD,OPEN,LONG,848,848,4.70240212264150943396,,2024-08-24T21:11:07.203Z,23603237,,848,0,1.246412,0
