market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
BCH-USD,OPEN,LONG,1.18,1.18,333.43135593220338983051,,2024-09-12T06:39:35.227Z,25089330,,1.18,0,0,0
OP-USD,OPEN,LONG,575,575,1.55536695652173913043,,2024-09-11T00:31:04.828Z,24987152,,575,0,-0.000317,0
DOGE-USD,OPEN,LONG,900,900,0.10205,,2024-09-13T01:20:08.640Z,25152485,,900,0,0,0
XRP-USD,OPEN,LONG,510,510,0.55833333333333333333,,2024-09-12T14:56:45.719Z,25117563,,510,0,-0.008687,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.399447,0
DOGE-USD,OPEN,LONG,900,900,0.10205,,2024-09-13T01:20:08.640Z,25152485,,900,0,-0.000027,0,
XRP-USD,OPEN,LONG,510,510,0.55833333333333333333,,2024-09-12T14:56:45.719Z,25117563,,510,0,-0.010931,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.464517,0
DOGE-USD,OPEN,LONG,900,900,0.10205,,2024-09-13T01:20:08.640Z,25152485,,900,0,-0.000081,0,
XRP-USD,OPEN,LONG,510,510,0.55833333333333333333,,2024-09-12T14:56:45.719Z,25117563,,510,0,-0.01394,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.596103,0
DOGE-USD,OPEN,LONG,900,900,0.10205,,2024-09-13T01:20:08.640Z,25152485,,900,0,-0.000234,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.672741,0
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.703107,0
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.749379,0
XRP-USD,OPEN,LONG,170,170,0.564,,2024-09-13T07:13:04.297Z,25172524,,170,0,0,0
XRP-USD,OPEN,LONG,170,170,0.564,,2024-09-13T07:13:04.297Z,25172524,,170,0,-0.000068,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.867951,0
XRP-USD,OPEN,LONG,170,170,0.564,,2024-09-13T07:13:04.297Z,25172524,,170,0,-0.001088,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,19.960495,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.977545,0
XRP-USD,OPEN,LONG,170,170,0.564,,2024-09-13T07:13:04.297Z,25172524,,170,0,-0.001292,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,20.053039,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.996687,0
XRP-USD,OPEN,LONG,170,170,0.564,,2024-09-13T07:13:04.297Z,25172524,,170,0,-0.001428,0,
ATOM-USD,OPEN,LONG,1446,1446,4.39268533886583679115,,2024-08-24T21:11:07.203Z,23603237,,1446,0,20.090635,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-16.006258,0
DOGE-USD,OPEN,LONG,900,900,0.10549,,2024-09-13T11:32:08.909Z,25187135,,900,0,0,0
DOGE-USD,OPEN,LONG,1800,1800,0.105325,,2024-09-13T11:32:08.909Z,25187135,,1800,0,0,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.090635,0
DOGE-USD,OPEN,LONG,1800,1800,0.105325,,2024-09-13T11:32:08.909Z,25187135,,1800,0,-0.000414,0,
XRP-USD,OPEN,LONG,170,170,0.564,,2024-09-13T07:13:04.297Z,25172524,,170,0,-0.001445,0,
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.155271,0
BCH-USD,OPEN,LONG,1.48,1.48,332.43175675675675675676,,2024-09-12T06:39:35.227Z,25089330,,1.48,0,0,0
DOGE-USD,OPEN,LONG,2700,2700,0.10509333333333333333,,2024-09-13T11:32:08.909Z,25187135,,2700,0,-0.000414,0
DYDX-USD,OPEN,LONG,9681,9681,1.11327796715215370315,,2024-06-07T06:57:45.111Z,17606805,,9681,0,-16.006258,0
DOGE-USD,OPEN,LONG,2700,2700,0.10509333333333333333,,2024-09-13T11:32:08.909Z,25187135,,2700,0,-0.000549,0,
XRP-USD,OPEN,LONG,170,170,0.564,,2024-09-13T07:13:04.297Z,25172524,,170,0,-0.001479,0,
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.189058,0
DOGE-USD,OPEN,LONG,2700,2700,0.10509333333333333333,,2024-09-13T11:32:08.909Z,25187135,,2700,0,-0.000927,0,
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.227252,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.237535,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.246349,0
OP-USD,OPEN,LONG,640,640,1.5526890625,,2024-09-11T00:31:04.828Z,24987152,,640,0,-0.000317,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.283074,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.316861,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.368276,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.438788,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.560715,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.634165,0
ATOM-USD,OPEN,LONG,1469,1469,4.38948059904697072839,,2024-08-24T21:11:07.203Z,23603237,,1469,0,20.712022,0
ATOM-USD,OPEN,LONG,1492,1492,4.38663672922252010724,,2024-08-24T21:11:07.203Z,23603237,,1492,0,20.712022,0
OP-USD,OPEN,LONG,640,640,1.5526890625,,2024-09-11T00:31:04.828Z,24987152,,640,0,0.000963,0,
ATOM-USD,OPEN,LONG,1492,1492,4.38663672922252010724,,2024-08-24T21:11:07.203Z,23603237,,1492,0,20.841826,0
DYDX-USD,OPEN,LONG,9789,9789,1.11117866993564204722,,2024-06-07T06:57:45.111Z,17606805,,9789,0,-16.006258,0
ATOM-USD,OPEN,LONG,1492,1492,4.38663672922252010724,,2024-08-24T21:11:07.203Z,23603237,,1492,0,20.977598,0
ATOM-USD,OPEN,LONG,1492,1492,4.38663672922252010724,,2024-08-24T21:11:07.203Z,23603237,,1492,0,21.125306,0
ATOM-USD,OPEN,LONG,1492,1492,4.38663672922252010724,,2024-08-24T21:11:07.203Z,23603237,,1492,0,21.35209,0
OP-USD,OPEN,LONG,640,640,1.5526890625,,2024-09-11T00:31:04.828Z,24987152,,640,0,0.000323,0,
ATOM-USD,OPEN,LONG,1492,1492,4.38663672922252010724,,2024-08-24T21:11:07.203Z,23603237,,1492,0,21.429674,0
ATOM-USD,OPEN,LONG,1492,1492,4.38663672922252010724,,2024-08-24T21:11:07.203Z,23603237,,1492,0,21.68779,0
ATOM-USD,OPEN,LONG,1501,1501,4.38551765489673550966,,2024-08-24T21:11:07.203Z,23603237,,1501,0,21.68779,0
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,21.68779,0
FIL-USD,OPEN,LONG,27,27,3.701,,2024-09-14T05:25:56.119Z,25247288,,27,0,0,0
DOT-USD,OPEN,LONG,2470,2470,4.86121781376518218625,,2024-07-22T01:28:19.683Z,20898387,,2470,0,33.210416,0
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,21.925645,0
FIL-USD,OPEN,LONG,54,54,3.6925,,2024-09-14T05:25:56.119Z,25247288,,54,0,0,0
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,22.134715,0
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,22.307425,0,
DYDX-USD,OPEN,LONG,9789,9789,1.11117866993564204722,,2024-06-07T06:57:45.111Z,17606805,,9789,0,-16.016047,0
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,22.474075,0
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,22.5877,0
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,22.667995,0
FIL-USD,OPEN,LONG,81,81,3.67866666666666666667,,2024-09-14T05:25:56.119Z,25247288,,81,0,0,0
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,0,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.00168,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,22.755865,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.00285,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.000675,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,22.895245,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.00519,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.000738,0,
OP-USD,OPEN,LONG,640,640,1.5526890625,,2024-09-11T00:31:04.828Z,24987152,,640,0,-0.000957,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.007355,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.00639,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.000864,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.07856,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.00849,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.001242,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.23309,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.01101,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.001782,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.36944,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.01449,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.001809,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.55427,0
FIL-USD,OPEN,LONG,108,108,3.674,,2024-09-14T05:25:56.119Z,25247288,,108,0,0,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.01611,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.001863,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.65123,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.0183,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.001944,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.825455,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.01974,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.002133,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,23.904235,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.02199,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.002934,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,24.02695,0,
DYDX-USD,OPEN,LONG,9789,9789,1.11117866993564204722,,2024-06-07T06:57:45.111Z,17606805,,9789,0,-16.025836,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.02256,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.003177,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,24.173905,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.02409,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.003411,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,24.33298,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.02652,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.00387,0,
FIL-USD,OPEN,LONG,108,108,3.674,,2024-09-14T05:25:56.119Z,25247288,,108,0,0.000108,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,24.47236,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.02793,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.004995,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,24.576895,0
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.03033,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.005643,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,24.79051,0
DYDX-USD,OPEN,LONG,9799,9799,1.11098356975201551181,,2024-06-07T06:57:45.111Z,17606805,,9799,0,-16.025836,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,0,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.03216,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.005877,0,
ATOM-USD,OPEN,LONG,1515,1515,4.3838033003300330033,,2024-08-24T21:11:07.203Z,23603237,,1515,0,24.95413,0
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,24.95413,0
DYDX-USD,OPEN,LONG,9809,9809,1.11078275053522275464,,2024-06-07T06:57:45.111Z,17606805,,9809,0,-16.025836,0
DYDX-USD,OPEN,LONG,9908,9908,1.10881651190956802586,,2024-06-07T06:57:45.111Z,17606805,,9908,0,-16.025836,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.003504,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.0345,0,
DOGE-USD,OPEN,LONG,900,900,0.10535,,2024-09-14T11:35:18.204Z,25268255,,900,0,-0.005994,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.057176,0
OP-USD,OPEN,LONG,65,65,1.559,,2024-09-15T05:05:02.190Z,25326905,,65,0,0,0
AVAX-USD,OPEN,LONG,4,4,24.88,,2024-09-15T05:05:40.783Z,25326941,,4,0,0,0
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.005994,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.007168,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.03684,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.006174,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.190982,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.010288,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.03906,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.006228,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.267882,0
OP-USD,OPEN,LONG,65,65,1.559,,2024-09-15T05:05:02.190Z,25326905,,65,0,-0.00013,0,
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.012864,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.0414,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.00684,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.466284,0
OP-USD,OPEN,LONG,65,65,1.559,,2024-09-15T05:05:02.190Z,25326905,,65,0,-0.000195,0,
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.015008,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.04368,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.00711,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.626236,0
FIL-USD,OPEN,LONG,135,135,3.6672,,2024-09-14T05:25:56.119Z,25247288,,135,0,0.000108,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.017088,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.04686,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.00729,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.690832,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.019072,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.04893,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.00738,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.766194,0,
DOT-USD,OPEN,LONG,2470,2470,4.86121781376518218625,,2024-07-22T01:28:19.683Z,20898387,,2470,0,33.207946,0
FIL-USD,OPEN,LONG,162,162,3.65516666666666666667,,2024-09-14T05:25:56.119Z,25247288,,162,0,0.000108,0
ADA-USD,OPEN,LONG,280,280,0.3492,,2024-09-15T11:18:20.642Z,25347504,,280,0,0,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.019648,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.0501,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.008028,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.812334,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.022352,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.0519,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.010818,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.89231,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.025216,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.05424,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.01278,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,25.966134,0
FIL-USD,OPEN,LONG,190,190,3.63937368421052631579,,2024-09-14T05:25:56.119Z,25247288,,190,0,0.000108,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.027776,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.05598,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.01368,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,26.033806,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.029584,0,
BCH-USD,OPEN,LONG,0.3,0.3,328.8,,2024-09-14T11:45:23.062Z,25268819,,0.3,0,0.05757,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.014382,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,26.055338,0
ADA-USD,OPEN,LONG,560,560,0.3481,,2024-09-15T11:18:20.642Z,25347504,,560,0,0,0
ADA-USD,OPEN,LONG,840,840,0.34716666666666666667,,2024-09-15T11:18:20.642Z,25347504,,840,0,0,0
DYDX-USD,OPEN,LONG,10016,10016,1.10679133386581469651,,2024-06-07T06:57:45.111Z,17606805,,10016,0,-16.025836,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.031712,0,
BCH-USD,OPEN,LONG,0.61,0.61,324.53114754098360655738,,2024-09-14T11:45:23.062Z,25268819,,0.61,0,0.05877,0,
DOGE-USD,OPEN,LONG,1800,1800,0.105315,,2024-09-14T11:35:18.204Z,25268255,,1800,0,-0.01575,0,
ATOM-USD,OPEN,LONG,1538,1538,4.38141352405721716515,,2024-08-24T21:11:07.203Z,23603237,,1538,0,26.063028,0
ATOM-USD,OPEN,LONG,1562,1562,4.37798335467349551856,,2024-08-24T21:11:07.203Z,23603237,,1562,0,26.063028,0
DOT-USD,OPEN,LONG,2492,2492,4.85798475120385232746,,2024-07-22T01:28:19.683Z,20898387,,2492,0,33.207946,0
FIL-USD,OPEN,LONG,218,218,3.62583944954128440367,,2024-09-14T05:25:56.119Z,25247288,,218,0,0.000108,0
DYDX-USD,OPEN,LONG,10125,10125,1.10472661728395061731,,2024-06-07T06:57:45.111Z,17606805,,10125,0,-16.025836,0
AVAX-USD,OPEN,LONG,8.1,8.1,24.63703703703703703704,,2024-09-15T05:05:40.783Z,25326941,,8.1,0,0,0
NEAR-USD,OPEN,LONG,24,24,4.133,,2024-09-15T17:40:06.354Z,25368624,,24,0,0,0
DOGE-USD,OPEN,LONG,2700,2700,0.10516333333333333333,,2024-09-14T11:35:18.204Z,25268255,,2700,0,-0.01575,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.03312,0,
BCH-USD,OPEN,LONG,0.61,0.61,324.53114754098360655738,,2024-09-14T11:45:23.062Z,25268819,,0.61,0,0.059807,0,
DOGE-USD,OPEN,LONG,2700,2700,0.10516333333333333333,,2024-09-14T11:35:18.204Z,25268255,,2700,0,-0.017775,0,
ATOM-USD,OPEN,LONG,1562,1562,4.37798335467349551856,,2024-08-24T21:11:07.203Z,23603237,,1562,0,26.091144,0
XRP-USD,OPEN,LONG,160,160,0.5885,,2024-09-15T04:00:11.256Z,25323320,,160,0,-0.034656,0,
BCH-USD,OPEN,LONG,0.61,0.61,324.53114754098360655738,,2024-09-14T11:45:23.062Z,25268819,,0.61,0,0.062308,0,
DOGE-USD,OPEN,LONG,2700,2700,0.10516333333333333333,,2024-09-14T11:35:18.204Z,25268255,,2700,0,-0.019935,0,
